Accession,Number_of_N
IMS-10116-CVDP-641D0B2D-C98D-4D2D-877E-320DD6F0065F,123
IMS-10116-CVDP-3B517875-A9E3-4A85-8DE4-5D40414A1E1D,398
IMS-10116-CVDP-100C5616-F256-4BAA-8479-353173ABF6E1,262
IMS-10116-CVDP-06EB245E-464A-4210-A594-87D8C8707F2E,125
IMS-10013-CVDP-DFB0AFC3-B902-4E16-BC71-F184675B2E4F,38
IMS-10116-CVDP-E63FD378-A1A8-4F63-8F03-6C416EE07436,259
IMS-10116-CVDP-CBEC1B67-7120-4753-8919-B2EAA8614C36,399
IMS-10116-CVDP-34A03C2C-18EC-4610-AE2F-446A5AB9E7E8,736
IMS-10116-CVDP-FBD14DF9-592C-4104-A950-D9A692BE83F3,259
IMS-10116-CVDP-70D168E9-8B83-4832-A604-94E48297D36A,608
IMS-10224-CVDP-132DF0D0-BCF8-4C3E-9513-F3FE355256E0,898
IMS-10116-CVDP-16D3A1C0-28AB-4AA0-B72D-13C30C075374,267
IMS-10116-CVDP-9DB467DB-4EA1-4A5C-A92A-F7260D1D22E4,436
IMS-10116-CVDP-E6A1FFBB-46ED-44DC-ADBF-B47F0DA6FBCC,383
IMS-10116-CVDP-F1942B58-7AE4-46CC-8475-3020A9AAEA7A,86
IMS-10116-CVDP-44D6759A-647A-4995-984E-4C30408EE2CD,471
IMS-10116-CVDP-6F1D1F84-1073-4A85-A448-301D3B2548F4,259
IMS-10013-CVDP-48350CC8-1344-49B6-9CC8-F7C54BD5A25E,37
IMS-10116-CVDP-915E36C3-988D-43DC-A036-3F39320F9B95,832
IMS-10013-CVDP-71B8FF9B-139E-4098-A3D6-B4209AB2D92B,130
IMS-10116-CVDP-8E29A3A7-3170-486F-B38B-2096CD90EC4A,259
IMS-10116-CVDP-8A830594-5FFE-426F-B4A9-1DF04DF93769,259
IMS-10116-CVDP-F54158B5-1984-4ADE-A2E0-78E4A2D9D551,296
IMS-10116-CVDP-76BBBAB6-6FF5-4E16-88C6-9ED8030855FD,259
IMS-10116-CVDP-4EBC9112-3ACA-4956-A128-88683B4F7FE5,570
IMS-10116-CVDP-3D6250BE-445C-4017-9F0C-61ED602137CB,259
IMS-10116-CVDP-99F90C70-A826-4D21-8D82-A50F6DD362FF,427
IMS-10116-CVDP-8C027D4A-3784-4F97-B2EB-351468A00BFA,889
IMS-10116-CVDP-133768EB-A607-4A11-A895-7CABAAF3F426,121
IMS-10116-CVDP-02E4D66C-3123-4096-B780-C8CA4E23A18C,121
IMS-10013-CVDP-9D924068-47BB-4079-8634-673BAA5FD7FD,136
IMS-10116-CVDP-59A32F65-1F5A-40C5-B4B9-71F9DC4B8EDD,372
IMS-10116-CVDP-EA53BAAE-1310-41E0-BA72-2B65DD028F2D,267
IMS-10116-CVDP-5A3D4206-F0C0-4705-8D3A-CBE32868E16E,578
IMS-10116-CVDP-36AE850C-4392-4729-8BAD-598325818D0A,259
IMS-10116-CVDP-066F8AAF-1612-47F7-9D8A-0EE0066F30AB,259
IMS-10013-CVDP-9A8360A9-DEEF-4A1E-8729-766A895C0D35,30
IMS-10116-CVDP-2D63F46E-9C00-4420-93AF-E34E3422DECA,255
IMS-10116-CVDP-6CB0192F-AF3B-4E85-B4C0-67EB07C2299D,516
IMS-10116-CVDP-8C6CC50F-4CDB-4F7C-9F07-B4BE6AF54BA6,121
IMS-10116-CVDP-5C51523C-59D2-41CE-81E0-716A83003893,416
IMS-10013-CVDP-F88907F4-4A6F-4024-9B58-3100C3C61107,38
IMS-10036-CVDP-BCA32A13-2B27-4235-B620-20CD2D326C0E,268
IMS-10013-CVDP-61BB3133-36DC-4617-9F17-4EA924E174CF,254
IMS-10116-CVDP-77EDE79A-4243-4957-A0C9-F3CC4540E265,471
IMS-10013-CVDP-76297496-AA29-475B-8FAF-65C36DD5C210,212
IMS-10116-CVDP-EF262373-EBD8-4E78-B872-C716A790F372,729
IMS-10013-CVDP-7FFD52F7-E47A-4CA2-85A8-AB1A93E2CC0C,18
IMS-10116-CVDP-D555C342-561B-49CE-A7BC-3625129ECCB5,407
IMS-10013-CVDP-987C4793-DF11-4A91-8CC3-562F3F0E98F6,298
IMS-10013-CVDP-E41C9322-3731-46DA-96DC-A3109134EB54,40
IMS-10020-CVDP-AB49AA2E-0E82-455D-B265-56B34FE7CA94,319
IMS-10116-CVDP-F62FBCC5-4593-4691-8202-DF450DD0DB4C,420
IMS-10116-CVDP-0D896E7E-E3F3-4063-8E48-1DF5C0D6E70E,123
IMS-10013-CVDP-38CCDB3E-B0A1-45BF-B24C-87573D27BA1C,36
IMS-10036-CVDP-567BD26E-1DD2-468F-8557-E23B463825A4,353
IMS-10116-CVDP-9B10F888-ACC8-4E22-B4CD-7D037C0F844E,121
IMS-10116-CVDP-3798BF18-E9F4-4811-B497-D84A94519E71,442
IMS-10116-CVDP-7A7B57B5-3DD0-4B29-A788-F0E4F978699A,121
IMS-10116-CVDP-4D216AE3-9C5B-4F9F-B4AD-C5403AD3C0FE,434
IMS-10116-CVDP-DFC66701-9BF1-4C2D-86CA-7661CDE64ECC,121
IMS-10116-CVDP-3CD56EBB-9070-4EC4-9491-FFDCE06D7E0F,401
IMS-10116-CVDP-AA88B0F9-7463-42DF-A2C8-30296C68D7FD,259
IMS-10116-CVDP-CE68337D-ADEF-4AF9-8AE5-89D967933506,251
IMS-10116-CVDP-AAEEFDC8-DB6F-4943-B281-CA22C40ACA67,121
IMS-10116-CVDP-4452D424-7139-4DAC-8302-908B4657D763,257
IMS-10116-CVDP-B645DE55-E93A-4FF3-A6A0-32779E4091F1,445
IMS-10116-CVDP-04BF02D6-760B-47DB-B8B5-F56C334692E2,419
IMS-10116-CVDP-55DE3E8D-1CD5-45B2-BF48-4637E4389530,363
IMS-10116-CVDP-9CFE0768-CAAD-4132-A3FA-BB8AE44232BF,500
IMS-10116-CVDP-D7A2568C-2FBD-47F3-8A7B-D148958A534A,335
IMS-10116-CVDP-7022E67D-AF72-4236-AB2C-34C2F6A51752,770
IMS-10116-CVDP-2CF37280-0530-4306-AA69-7110FD062539,365
IMS-10116-CVDP-CAF759A5-3553-406C-ADAC-69137D03D0B0,588
IMS-10116-CVDP-AA271344-3168-482C-BA12-42A6400D8C20,259
IMS-10013-CVDP-96E958E9-C658-4F85-BC78-7E518A8BB5F8,32
IMS-10116-CVDP-A640DDD9-5307-4A90-A2D3-84C47E8A9C89,667
IMS-10116-CVDP-DCBD6CE9-B144-4B6C-8F09-EAAFC58A3BF8,121
IMS-10013-CVDP-605A1F09-7E30-40A4-98FA-CA06CA29F639,249
IMS-10116-CVDP-B89CD57C-3B3F-4539-A8EB-35406F43F282,395
IMS-10116-CVDP-6E3DEBBC-58A2-47A3-9C3D-08AE300B2D00,1461
IMS-10013-CVDP-9F27C8A0-4FB1-48D6-802F-5B0F99487284,30
IMS-10116-CVDP-9F3C54C8-E92B-431D-AA8D-38446AB92907,457
IMS-10116-CVDP-D3A1C288-0E93-4305-BECF-4897FEF689CE,301
IMS-10116-CVDP-EB5305CB-A9FC-422C-875F-8382B47F11E9,674
IMS-10116-CVDP-C8D75AAC-B4CC-4AFB-B564-71D64B5CA096,426
IMS-10116-CVDP-D0F78ADB-8B2F-4F55-9BFA-5B0709C6E71E,259
IMS-10116-CVDP-E5894ABA-042E-4BB6-877B-8CD23DBB9D16,383
IMS-10116-CVDP-B0B902E5-52BD-4071-B8E6-A8A53CC42317,259
IMS-10116-CVDP-02E9E10C-EEF5-41FB-9497-1608151B3A49,253
IMS-10013-CVDP-9E893678-EC22-4A32-9164-1C312FEBE456,4
IMS-10013-CVDP-512E7D5E-2997-4E3D-9C82-EF3A2C350C96,33
IMS-10013-CVDP-A5CB7DFF-EEEB-4B15-BC46-7D5D8F52221C,8
IMS-10013-CVDP-9D953494-6439-4698-B5B4-B2FC646E5549,121
IMS-10116-CVDP-A4FD68A3-DEC4-4191-A2B6-DFAD94CFF39D,257
IMS-10116-CVDP-D39F4080-1D48-4532-B7D0-2F8DC9D305CB,421
IMS-10116-CVDP-D701BFE6-C096-4924-BF6C-0E8C9F806474,424
IMS-10116-CVDP-E6BE25F2-78A0-4F59-866F-92975A86DECA,667
IMS-10116-CVDP-5ACE943F-76EF-49EC-9294-D9E908773B4E,577
IMS-10116-CVDP-637FC2AF-97A3-4ABC-B0D3-E801AB7C554C,424
IMS-10116-CVDP-B77D0112-BBBB-46C0-87F8-FD427095B297,259
IMS-10116-CVDP-D9E13DB8-9A6E-4CDA-B19D-C35DE060AA82,533
IMS-10224-CVDP-AC766151-07EA-47B8-91ED-DD00BA67FC4E,610
IMS-10116-CVDP-C668C95C-9A8D-4F21-B6FC-2967A7DDF3C4,304
IMS-10013-CVDP-01786,31
IMS-10116-CVDP-916DF4DC-A82D-43F6-ADB9-77903CEB31DD,121
IMS-10116-CVDP-EB8BAC69-18E3-41CE-AEB9-9C51D6D5D869,438
IMS-10116-CVDP-95F66468-E3FF-4842-A92A-6C172336AC7F,259
IMS-10116-CVDP-C5BD58B3-411C-46CA-AF5B-8BC9CB98CDFA,259
IMS-10116-CVDP-500023B4-942E-44BA-AFEE-D4AD80F2F20F,259
IMS-10116-CVDP-D1A2AA97-4155-4C4F-9EB1-1D59E37676A1,1073
IMS-10013-CVDP-C3F88883-7904-462F-A674-C8F29DF7347B,142
IMS-10116-CVDP-123480B5-4FAE-4610-A740-08280014548B,587
IMS-10116-CVDP-6F1AEE70-0770-4048-8FF9-67437FE7408A,138
IMS-10116-CVDP-31F3EF0D-C51F-4C5D-9895-20E2DB9E83F6,1189
IMS-10116-CVDP-A1F98619-215C-44A0-88F1-C8D7345ED8BB,395
IMS-10116-CVDP-40451E99-5C5B-4184-8C53-799B2B420C94,424
IMS-10013-CVDP-A40451E2-68FE-4810-8969-3532E9C2B5AF,30
IMS-10116-CVDP-86349E04-50C2-45F2-AA4D-6EA46F7B27B9,256
IMS-10013-CVDP-8767511B-4D39-47E8-9922-C386860A23A2,33
IMS-10116-CVDP-102B110D-3C99-43B0-8991-A1A2F8E23A43,472
IMS-10013-CVDP-87A8AA6F-29C9-49FF-A066-6E923536D41A,37
IMS-10116-CVDP-1D0B4CEA-68F1-41C5-9884-6DF938FD4382,418
IMS-10013-CVDP-9542F7B6-4009-413F-A09E-018148E67BE5,36
IMS-10013-CVDP-EE700C1D-213B-4C95-BC59-67BE9D415108,36
IMS-10116-CVDP-7533D551-AEFC-4D79-A89E-35156CEE1B56,707
IMS-10013-CVDP-00BAEF70-E552-47FA-B96B-EE991A9BA88D,1009
IMS-10116-CVDP-FB4139EC-C83A-4145-9152-779CADFA9735,420
IMS-10318-CVDP-9CA88FEC-5592-42EE-92FC-C86DBCC11769,33
IMS-10013-CVDP-17AE45E5-4746-41D8-A00A-8D7B52761644,33
IMS-10013-CVDP-98D1D28C-2898-4AE4-AB79-6F7E650EABF5,12
IMS-10116-CVDP-69E8ABCD-6F78-4770-8287-3DEC85518D6F,253
IMS-10116-CVDP-2D2C12F7-D44A-4A41-ABAA-95A1D11EE2B5,256
IMS-10013-CVDP-7AF29ECB-A4F9-42BD-895C-C522EAE8863B,35
IMS-10116-CVDP-6FD59BC8-4C43-4B8C-936E-076B2FB0C24C,1087
IMS-10116-CVDP-3F4B6782-4268-4283-9732-6E68E5F53D7D,288
IMS-10116-CVDP-544315FA-9600-470A-A0AD-F28543A91454,259
IMS-10116-CVDP-AB3E7382-224D-42DA-96B1-E00C6FCF2715,253
IMS-10013-CVDP-A8B64C61-C327-417C-80CF-AE77E13E9B2D,869
IMS-10116-CVDP-12F39122-FD20-493A-98DB-5D79955A1718,259
IMS-10116-CVDP-B7C0D2B7-2C65-457A-B889-749730C7A53A,259
IMS-10116-CVDP-9C195B5A-1754-403E-A4D3-E20ECF17D683,258
IMS-10116-CVDP-8BF1C0BD-1ED4-4D47-83ED-9F96A4F60EAB,258
IMS-10013-CVDP-1C679101-5A22-4574-A7BD-DA4D23F9830F,16
IMS-10116-CVDP-A8425F85-7AA0-4CD0-9EC8-16635F7DAA9D,433
IMS-10116-CVDP-1F895F83-500D-466E-A3C1-54A033CDB18B,140
IMS-10116-CVDP-790202BE-94A7-49CB-857D-9E8FC71BFA21,259
IMS-10116-CVDP-F2381FAE-9BF7-41B8-8F15-F6A666BFC952,253
IMS-10116-CVDP-F95F4B0E-649B-4D6B-91C8-4EA5C2940AAB,253
IMS-10116-CVDP-FEDBDB49-E88B-4580-B232-81803C4509BF,355
IMS-10116-CVDP-A3AD50F3-FF29-4499-BD8A-A0BE429D8F5F,253
IMS-10116-CVDP-6560E8B2-09E5-4A65-9614-DE4F4EF4B8C5,449
IMS-10013-CVDP-06BA57F5-0700-4D4E-A7C8-332B31BC2261,1483
IMS-10116-CVDP-A8AF45E0-395D-44AC-9A6C-B4ED5317E46A,439
IMS-10116-CVDP-FCA15D26-0DAB-4DE3-A2F9-917A8758AFE1,491
IMS-10116-CVDP-D6BC5F81-FA94-4352-9849-82D1EBAA3087,249
IMS-10013-CVDP-1040D22C-4466-44BA-8F00-D10603D5E223,271
IMS-10116-CVDP-87B1B86E-6889-4534-9635-83C13D478E2A,412
IMS-10116-CVDP-339AEB42-ECA2-43A3-B630-44CA87ACF946,251
IMS-10013-CVDP-7C79FA61-35BE-4297-B205-BDDEDB7198BC,26
IMS-10013-CVDP-0C32B55D-87F9-418F-BCC4-CAB0B97C3787,33
IMS-10116-CVDP-10C7D7C8-26DA-4C3F-9739-E7D650F54C6A,259
IMS-10116-CVDP-84D9FDC5-DCD8-4BE7-930B-E8AD9EFC88D0,413
IMS-10116-CVDP-08408A02-FBAF-4F72-8802-AB019D4FAFCF,123
IMS-10318-CVDP-01EA1A5A-CE19-4CAD-B0CF-B99019F5D239,385
IMS-10013-CVDP-4BA5AE53-BB0F-48FB-B18A-5EEE399BA323,678
IMS-10116-CVDP-37FE069D-FFFA-42D6-B9ED-154B9D31DE7D,1560
IMS-10013-CVDP-DD5829A0-8F1A-4EC4-9E3E-E60897C814F6,205
IMS-10116-CVDP-0CAC97D6-7B29-4932-B373-7D94E7BDC214,416
IMS-10013-CVDP-28BA9DEE-6877-4861-B747-9C90F3BD12AE,34
IMS-10116-CVDP-174BC759-6C3F-49AB-BDCD-C99E9C6E3A6C,1445
IMS-10116-CVDP-7A2AAF18-7702-45D1-A314-A1C23A40C11E,178
IMS-10013-CVDP-71D348F4-542D-4780-AA11-A2FE3369209A,8
IMS-10116-CVDP-6D136D0C-3DA8-4CED-B9F6-CE86DA577256,337
IMS-10013-CVDP-8738E979-FEEF-4D0F-9DB9-4056C22C5EEE,38
IMS-10116-CVDP-55B37616-3187-49BC-9360-9DCC9931236B,123
IMS-10116-CVDP-2A29B514-7B48-4ACB-8571-A10CABFF54FB,121
IMS-10116-CVDP-0883A2BA-145A-4BB5-8555-4EC93DD800ED,424
IMS-10116-CVDP-6DB9D57D-D3D7-4E42-9690-0DFB92E58A0E,374
IMS-10013-CVDP-0AD082A5-8612-4DA6-AC4D-1275805EF023,230
IMS-10013-CVDP-21F17FBF-8B03-4C7F-9B27-A68EEA9281ED,259
IMS-10116-CVDP-7FB1290D-8A5C-4346-93F8-BE2670B6664B,170
IMS-10116-CVDP-A2B0EF3E-7372-444D-AA25-1F75BF109FBB,259
IMS-10116-CVDP-A7DA868F-E8F9-46A9-A315-3C7CAD39E70E,424
IMS-10116-CVDP-1DEF47B3-5233-47DB-95BC-18776175AA2C,878
IMS-10116-CVDP-8F0B6C25-BF91-4B72-9F23-199FCEC49126,1219
IMS-10116-CVDP-BFA7DBDE-161D-47CF-B6D9-E1E66798CCA3,594
IMS-10116-CVDP-DC9BFBCF-9DA7-4ABE-9CFF-13498EB501D8,251
IMS-10116-CVDP-559A7B84-B347-4A2C-8DE3-90B3E306ECBD,259
IMS-10116-CVDP-9A00EBDA-D79D-41C8-9C5D-F25535C89B6B,718
IMS-10116-CVDP-33C458A2-8A44-48B7-AA24-1C3BF602A65A,259
IMS-10116-CVDP-9F1C5BF0-AB59-44DE-9777-5D5331086F94,259
IMS-10116-CVDP-AAE1E55F-9262-4FAC-9C7D-449CE745C348,359
IMS-10116-CVDP-3FB6C93D-626E-477C-BD97-2C0D5DB1C98D,256
IMS-10116-CVDP-B9018972-AB53-4FB2-A1BD-FA5529948187,249
IMS-10116-CVDP-A036A995-A4E4-4F00-B3EE-2FF1BB8B48AA,598
IMS-10116-CVDP-DB3B321E-AC85-4A56-AAD5-22F059EA20F0,259
IMS-10116-CVDP-F448B70C-1C36-4B70-BF80-D5F9BCBB0D88,253
IMS-10116-CVDP-C506F3EB-B65F-4C64-9703-498643DD0F97,124
IMS-10116-CVDP-7A383D29-82B1-452B-9D6F-A43CF297AEAE,1379
IMS-10116-CVDP-E86C5275-E543-4AEE-BE4A-BE38FC92DB02,76
IMS-10116-CVDP-DC5FCF9C-53A1-4E8D-A99F-2349E932C699,424
IMS-10116-CVDP-5BB1F1CD-BF1D-4D3C-9359-1B6C030143F9,259
IMS-10116-CVDP-BAB44DBD-4016-43FA-8A41-A18E872BC67A,420
IMS-10116-CVDP-EBD78628-89FD-45EF-A5F6-14C97653AEB4,259
IMS-10116-CVDP-C0E807E0-B6ED-4070-BF2D-705456C0182A,637
IMS-10116-CVDP-A7943C40-E2F3-4501-8B73-F7C0673C2C71,362
IMS-10150-CVDP-F5419DC0-0CB1-46B4-9AD1-CFBAB868547A,0
IMS-10116-CVDP-1F6B4DA0-9FFA-4CFD-9270-03D128857644,1324
IMS-10116-CVDP-BDFCFAD4-C680-4E77-8254-EC16BAA2472F,743
IMS-10013-CVDP-5CE4B7C2-F617-4FDF-95A3-CF54620F8202,1052
IMS-10116-CVDP-34F8170F-911F-4063-AE72-3709A1A5CE6B,259
IMS-10116-CVDP-046483B6-F9E8-497D-934E-014E2C06CC27,257
IMS-10116-CVDP-8A5CEA42-04B8-4342-8716-B2E90C1F23ED,1352
IMS-10013-CVDP-B04A0E47-932C-48AA-9B95-DD8ED59B8180,31
IMS-10013-CVDP-42025278-4B1F-4EBA-A5AA-954986E6686D,34
IMS-10116-CVDP-95D9A56B-25D0-4DF1-8E1D-77102B4D4D6A,396
IMS-10116-CVDP-6A058F23-4C3F-4A27-9F21-2749C3B93D76,416
IMS-10116-CVDP-CE02D30F-28EC-4C4C-BBB3-D3D0CE71E930,251
IMS-10116-CVDP-8A4C8B48-46EF-447B-A89B-70535D858BB6,419
IMS-10013-CVDP-E003B194-F034-4631-8E60-B2F0559EE163,151
IMS-10116-CVDP-126BFF5D-0669-4FBF-B79A-984B55103DFA,424
IMS-10116-CVDP-AF899756-C5D6-4797-9498-76BE9D7233ED,259
IMS-10013-CVDP-F6EE7938-14A5-4850-8E97-0D5B5E731285,93
IMS-10116-CVDP-43B30543-D838-415E-B840-9EDB2034156D,400
IMS-10116-CVDP-8877C9C7-2532-4CFE-8B60-DD4972844CA4,453
IMS-10116-CVDP-57F089D5-FFB9-4844-A2B6-9C7B71D0D153,501
IMS-10116-CVDP-76E51BCC-071C-412D-B19F-83F6629761DA,428
IMS-10116-CVDP-7DB9BB7B-C311-4D09-8063-35DE0C1728C4,587
IMS-10116-CVDP-085B3689-D613-49A7-A14E-CD17CD452B16,259
IMS-10036-CVDP-358C6030-7C01-4599-89B3-BADF71A98016,265
IMS-10013-CVDP-39636592-1387-4B31-B465-6991F3860D7C,11
IMS-10116-CVDP-598D2C9F-D33C-4C82-8A19-2194355B6D9C,259
IMS-10116-CVDP-52197EF1-C2D7-4FF2-AB17-9276E7FB7EA2,416
IMS-10116-CVDP-E2EFF9C0-E7D1-4B83-B4EB-E42768683BF4,1403
IMS-10013-CVDP-60A0B721-B6A5-4D0C-859A-9467C2B4C270,121
IMS-10013-CVDP-305E4EFB-C7DE-4B3D-89A6-C99A660C7F94,428
IMS-10116-CVDP-C899394D-0785-4643-8FBB-03D24C9BE232,914
IMS-10116-CVDP-3814C5E2-0CF5-44C5-BF51-9051F5AF7C89,707
IMS-10116-CVDP-DA97EE80-4AA9-4D0C-9DD9-14352B371BA9,762
IMS-10036-CVDP-E9B63C0F-0E76-467D-A006-C8036D3AC764,566
IMS-10116-CVDP-1F95E03D-6326-4E91-8BF0-EC3EC20C6BB4,1331
IMS-10116-CVDP-09510A4B-62A5-4E39-B5A2-E6F23FDFF8E2,259
IMS-10116-CVDP-DF4E476D-2D1F-4808-B0BC-B592494EC276,1032
IMS-10116-CVDP-7DF71AEF-461E-40DE-89F8-5F009E612736,257
IMS-10116-CVDP-E7C96447-BAB1-46A4-8503-70C24634DCF5,426
IMS-10116-CVDP-D89C09F8-BC92-4CE2-8ADB-C0C0D91D279E,259
IMS-10116-CVDP-CB419BE3-44E8-4663-BD18-00D4710CB5EC,121
IMS-10116-CVDP-96DF556B-AF79-4624-BBF8-5CD74E5F3871,533
IMS-10116-CVDP-FC5916A7-AB02-47EB-8798-267C7E698905,471
IMS-10013-CVDP-D5E10CCB-8FB2-408E-B591-47FC7598A1BE,317
IMS-10116-CVDP-7CBB5615-2755-44D9-AB34-ED942849D537,538
IMS-10036-CVDP-23BC725A-2CDB-4686-8A5B-A5141C129CE2,268
IMS-10116-CVDP-505B38AD-C476-41AC-AD9C-B847DAAAA6DB,1431
IMS-10116-CVDP-226D3A87-EF62-4781-BFA0-A81EA50EDB83,275
IMS-10036-CVDP-A91DE937-E13C-4850-B4B7-1984E003E878,358
IMS-10116-CVDP-EEA7BEDA-8203-4269-B7AF-BDCB8444E6C7,71
IMS-10013-CVDP-F8961438-BFCF-41F7-8492-9D2BAC875DA6,231
IMS-10116-CVDP-435C0902-F703-4386-BF0F-E658A6648921,422
IMS-10013-CVDP-869C29EA-FC36-46A7-910C-1EB13264E420,17
IMS-10116-CVDP-AEEDED4A-E5AD-45D9-B848-4E96DA80EE1E,172
IMS-10318-CVDP-8FFAF87F-1DF8-40D5-9DB8-061504D2FE6B,318
IMS-10116-CVDP-BB5CA7A5-43E5-4659-A181-7FCD54118265,305
IMS-10116-CVDP-D45CA408-76D8-40D8-A3D8-27060A67D4C9,410
IMS-10116-CVDP-D644DEA1-D636-4742-848F-C519933FAE2D,259
IMS-10116-CVDP-1B9CC35E-DF44-41E6-AB9F-2A8C822868BC,416
IMS-10013-CVDP-B887B55B-8BE0-4209-BBF9-16100F408AC3,37
IMS-10013-CVDP-69DC64C0-050D-4838-821B-0475F08C615F,26
IMS-10013-CVDP-0C71D3D4-3DA9-4E21-8611-00B2945C568C,67
IMS-10116-CVDP-AB89744B-9F88-42B6-A3E1-3A112AB7BF40,321
IMS-10013-CVDP-9BD7C5DF-4994-4B71-B9D9-938704BAE9C7,1346
IMS-10116-CVDP-7325F1EF-40F4-48BC-A61E-F6A2E2B6969A,123
IMS-10116-CVDP-7D9924AA-34EF-47B8-AFCA-5598A324351D,587
IMS-10116-CVDP-AA3053CE-979D-40BC-91F5-05893C145835,121
IMS-10116-CVDP-B9EFDDF5-00F6-422A-BC9D-1B7140E5734F,246
IMS-10116-CVDP-4B1F19CF-0572-4BFD-BC4A-F109AE86710A,494
IMS-10116-CVDP-2F040505-E650-412B-8359-6B732BA00429,148
IMS-10013-CVDP-E9D912E7-4BF2-4E48-B949-A19D833DABE7,19
IMS-10116-CVDP-04F06E31-F7FE-4430-B312-63729E230E87,615
IMS-10116-CVDP-0CBC78B1-62E9-4369-BCB8-0673665F5BB4,253
IMS-10116-CVDP-8B4513C2-A2C7-4EF9-8F0A-DE9DDC55D432,406
IMS-10318-CVDP-595977A9-74CD-4B59-A3DB-0452E6A5FBFA,154
IMS-10116-CVDP-CFB4AF7E-FABC-4EF8-8988-F5988F6AF453,416
IMS-10116-CVDP-0F22ACE0-71ED-46BA-B798-77324E767239,258
IMS-10591-CVDP-000029,179
IMS-10116-CVDP-C9ABA1B6-0522-4D7D-B149-4761EE09106D,464
IMS-10116-CVDP-CFF750CE-5502-462C-8E99-72E2279FAD96,371
IMS-10116-CVDP-A00121C1-91E9-48FC-B0D7-2417EE4E50EA,474
IMS-10116-CVDP-678E34AB-E235-48F6-A009-1E72F952775D,424
IMS-10116-CVDP-4D10C3BD-AC6D-41A2-866E-D6C6B318D857,1037
IMS-10013-CVDP-402B4A3A-E552-45FF-9ADD-A0BB25DF143D,39
IMS-10116-CVDP-911A8C42-D7F5-4316-8963-CD063B8D0765,76
IMS-10116-CVDP-365AD977-C881-46FA-9916-4242406A7D61,517
IMS-10116-CVDP-35D9C7B7-FFB7-4188-A74E-56D1C24E7CDD,740
IMS-10013-CVDP-ED6CA4FD-3ACB-4304-B584-203371728D25,34
IMS-10013-CVDP-7FCCFA28-EB4B-446D-9AF0-19802996C05B,30
IMS-10116-CVDP-989E3703-8B70-4CB4-8B59-843C0D728723,176
IMS-10116-CVDP-E5307D75-3039-40BF-91B9-42528FAD5912,690
IMS-10116-CVDP-80394A21-0D33-41FF-B16B-2F87FED13405,121
IMS-10013-CVDP-17B2FC04-F95A-4AAD-B347-3BDA6F313F21,35
IMS-10013-CVDP-278A39C4-520E-40A4-8EE8-EFFA170E89E3,33
IMS-10116-CVDP-D14C4CDE-B084-4A2D-AD77-5CF5C84CFCE9,389
IMS-10116-CVDP-4CDBA97B-C429-4A10-9257-8FC896BF9F9A,553
IMS-10116-CVDP-9C60354E-50C3-47C9-9051-72ADBA9979A3,392
IMS-10013-CVDP-28301F35-AF06-4137-A6E0-B64F458E85D3,227
IMS-10116-CVDP-451A608B-8276-4BB1-95D9-E1244A30DFB3,259
IMS-10116-CVDP-D168505C-D5FD-4FC3-8DE7-F3D25B11A82A,909
IMS-10013-CVDP-4BF94489-D083-4211-9B4D-67F53F2C5F15,267
IMS-10116-CVDP-6267E49D-6897-4172-B4FD-9852929E8E9F,443
IMS-10116-CVDP-1AC0D893-ABB4-40D5-BC2B-1D7932E9BBC2,416
IMS-10116-CVDP-191A17AD-F02A-466C-8660-059A67A1B4F3,255
IMS-10116-CVDP-06D6217B-6E57-41DF-8D64-23F9DD4B2FDB,259
IMS-10013-CVDP-B61AED94-0D74-4C1B-91F4-B0FB4A5D89A6,54
IMS-10116-CVDP-A2AE4834-4D52-4926-BF26-B1CA573D904D,261
IMS-10116-CVDP-BAB5E89B-B0D6-43D7-9B02-E32D6EE428B4,416
IMS-10116-CVDP-CECCA419-D770-424F-9A08-934E3E1AF525,424
IMS-10116-CVDP-0EE24D91-1FB8-40BA-9ACD-DF67076A9A91,374
IMS-10013-CVDP-78149CD6-7E05-488F-B10F-340D9808125F,34
IMS-10013-CVDP-790B0F57-1C92-4F47-AA3E-88B70484E415,38
IMS-10013-CVDP-44FECD89-0006-4E8A-B9C2-990A2D8183C0,31
IMS-10116-CVDP-6E75EE39-DCF1-4672-8D03-1FB0770E8301,645
IMS-10116-CVDP-89F4E444-C487-43A6-B398-26820B7D507D,729
IMS-10013-CVDP-E47B1C70-8A9C-486A-8ED9-21C6BFECF267,236
IMS-10116-CVDP-9784DBDE-0F66-4542-9133-9AEA1EA78276,123
IMS-10116-CVDP-CD6AE605-A24A-4C5A-AACE-854143F0E3B9,125
IMS-10318-CVDP-6E470989-FCAA-4ACA-BCE3-65BF084679CC,11
IMS-10224-CVDP-7434A2AD-3D60-4AE1-982C-9FDEF09433FF,1164
IMS-10116-CVDP-D6D07B37-2949-4D6A-8D11-4C0A198352A4,512
IMS-10116-CVDP-3C4B60D2-EBEE-4EB7-9736-72EA72A0E908,528
IMS-10013-CVDP-C72D6417-EBF8-4363-AC32-7581A012EB06,628
IMS-10116-CVDP-7FC55A04-8544-409D-BC72-FB2463FAA4E2,325
IMS-10116-CVDP-7DB860C2-6D7D-47BB-9123-933DC1506ABD,259
IMS-10116-CVDP-42AF3CE6-77F2-41D2-9CC8-0233C607CF73,446
IMS-10116-CVDP-E50C97D1-9542-4325-BA9B-D88CEB12AA3E,253
