Accession,Number_of_N
IMS-10227-CVDP-026197C2-B4D6-485B-98EA-8146485F950F,0
IMS-10013-CVDP-1C828158-2287-4AF2-82AA-A0636730E2ED,32
IMS-10186-CVDP-B1226FC5-2E02-4B1A-9789-742136D602DA,127
IMS-10061-CVDP-3151C283-A913-4BF7-B928-3ADA5C2A6E38,0
IMS-10013-CVDP-A5FBA5C7-D23B-4BE0-A1B0-5568AD8033C5,250
IMS-10116-CVDP-F6865A5C-EC0A-453F-A43C-6F7FB989913F,78
IMS-10186-CVDP-B5BCAEEC-A584-460F-9E3E-1E3F81305D5C,68
IMS-10116-CVDP-0F35C9EB-6897-45E4-B69E-509C5830E131,253
IMS-10227-CVDP-EBB36ADA-DC85-4E0E-8A5F-6A84A4101733,69
IMS-10116-CVDP-9E4B9EC6-FE61-4A46-9BC9-90F0ECF2AFB8,258
IMS-10186-CVDP-4091191D-8BBE-4566-8340-4A3651D4C285,980
IMS-10013-CVDP-5FA357B6-38D9-4009-88F3-A6946695E7CA,183
IMS-10261-CVDP-04EF25FA-B5C0-476E-888C-C83EE7D57BD9,276
IMS-10061-CVDP-4DEC33A2-A82A-485B-AA61-4DDE5839C6CA,0
IMS-10186-CVDP-4EC6CC8A-F907-44FC-9265-B0A787B269A9,1148
IMS-10225-CVDP-CD3B6B5D-3CB3-44D1-873F-034D38F44894,350
IMS-10061-CVDP-04727D85-3927-40EA-9778-F4CCF6B732F7,0
IMS-10087-CVDP-94F6B40C-66F2-4CDC-BBAC-F67CC9DC93D1,784
IMS-10061-CVDP-92BACB24-A597-464D-A5B7-C283868FF7B7,249
IMS-10186-CVDP-630E1454-600F-445F-B067-22670FBCE4D0,1007
IMS-10116-CVDP-1AE0A4C7-8568-44EA-8C6A-98B808B3FA30,104
IMS-10061-CVDP-047027EB-315D-4B35-9898-8DFFC1953774,0
IMS-10061-CVDP-18E308D2-5801-40DA-A780-2134E7DF0431,102
IMS-10261-CVDP-17FFC97F-8D20-4C7B-B406-7CCF10CD6923,675
IMS-10186-CVDP-849AAB9A-713C-441E-84B7-BE9E8FC81CD5,136
IMS-10116-CVDP-046F55BC-384B-41A5-8F57-20BDC7B07086,413
IMS-10013-CVDP-F826F392-9E91-47E8-8C71-8E2E0FBD74A1,32
IMS-10087-CVDP-43952368-86CF-4F14-850C-35277253FC24,1248
IMS-10186-CVDP-D2778393-E4EE-4EDE-89D8-F592B8FFDBF7,245
IMS-10227-CVDP-2DE3B14E-3BAD-41ED-B7F2-2874028018BD,18
IMS-10061-CVDP-AA109EC0-7E78-4EC5-AECB-5E64AF6DE717,0
IMS-10087-CVDP-8BBBA02D-4400-4AD8-A761-06FAF2764459,401
IMS-10013-CVDP-33E44354-6700-4B73-8C8C-E7F5511BF0AD,446
IMS-10267-CVDP-B1ED5E2B-59E1-449D-96CA-62BC036C10F4,623
IMS-10225-CVDP-5B3725D5-CC48-44F7-97C6-7B7ACDE63251,412
IMS-10267-CVDP-E77EB184-5B37-4E6A-9621-3DD4CCA56447,364
IMS-10087-CVDP-794C0016-919B-435F-8014-17DD81EEAC59,205
IMS-10087-CVDP-824E43A1-5484-4592-9342-A69D8082290C,142
IMS-10261-CVDP-4E656C7C-56CB-40E8-8767-399B721670AC,126
IMS-10013-CVDP-2DCD36BE-519F-4088-B2E1-F0BEE01A7425,649
IMS-10061-CVDP-23399C58-BB63-4F98-845C-F421CE5B4123,46
IMS-10267-CVDP-556BE518-8871-4C5C-B2B2-D3EE63A842D6,1019
IMS-10261-CVDP-F6540DEC-4BC7-4B1F-90F7-ECAEA124CF6C,325
IMS-10087-CVDP-C2DB2FF8-E4D3-47DD-A1A3-809F34EB890C,324
IMS-10013-CVDP-C0779AF2-C6FB-43E7-AA62-8C39C25A8342,265
IMS-10594-CVDP-52323E13-6FC9-444B-A270-AB59B1063A70,409
IMS-10116-CVDP-1F617643-7A91-4CBC-B7EC-72742B272D8F,1191
IMS-10087-CVDP-0A963371-DD4D-4883-B85E-E244CEB61A61,703
IMS-10013-CVDP-D35DA5E7-35B8-43C6-BC8C-75EF00C95CDD,11
IMS-10087-CVDP-0E223FAE-461A-46F9-BD1B-2F61102C63F3,462
IMS-10186-CVDP-F5BF1C27-DEAA-4BF9-AAA3-EF2056816F90,1933
IMS-10087-CVDP-6ADD7422-E96C-4CA3-8ABE-E66D67A5E37F,81
IMS-10186-CVDP-190947DB-7838-453C-97D7-043E9073C4A3,286
IMS-10087-CVDP-269A5A23-63C9-42FC-BF7B-8301F9299371,466
IMS-10186-CVDP-DB7B7BD8-7BE6-4B80-8134-65FFCB7197E7,763
IMS-10087-CVDP-8CF36FBA-00C6-46F9-8979-AF01BB4B52F3,419
IMS-10061-CVDP-821BDA68-C5B7-4212-8992-240B82C8E432,0
IMS-10267-CVDP-8DD7B8E8-50A4-4AD3-A8F5-4DCA1E6AA53E,383
IMS-10227-CVDP-A60CA340-C8E2-4891-951A-209850B8FECC,84
IMS-10186-CVDP-0440FC18-BCBD-4955-9406-F9E6DE62B556,352
IMS-10267-CVDP-8317A74C-B140-49C0-A786-846670C39B85,779
IMS-10186-CVDP-DF39E46F-A4E9-4D35-A53E-C9483D8DC1BF,155
IMS-10087-CVDP-08CF9163-8A53-4116-BF7C-AA9E2D39CB3A,958
IMS-10267-CVDP-CF4D5E5C-2AE6-4E37-BEC3-C944BE0D73F1,403
IMS-10186-CVDP-E4998168-817B-430F-9C7B-70158B8B383D,849
IMS-10186-CVDP-7C8242D3-2EC1-4337-9358-9C0AB8DE8B61,193
IMS-10061-CVDP-096CD172-C3E6-4346-9BA3-90F1BDDF49B2,0
IMS-10261-CVDP-D64B6C98-9FDE-46F7-A57E-24662099970C,541
IMS-10087-CVDP-A7568072-5EF2-40CF-92A7-3FE17059523C,172
IMS-10267-CVDP-D40E6C4D-6CE1-4D4B-AC36-60B8CEB232FF,701
IMS-10087-CVDP-25125653-8C0C-430D-A61A-2D1F08EAF589,387
IMS-10227-CVDP-3B25B1E4-159D-4091-9669-E1EFF1F1B56F,41
IMS-10186-CVDP-BEB9E004-DBF8-4554-A73D-CCCDC8CDD0C8,392
IMS-10087-CVDP-612997F7-F3BA-4B70-9372-64B42B6DA1C0,182
IMS-10061-CVDP-22ED57FC-5B49-4B1E-88C2-C3E562C60571,20
IMS-10594-CVDP-78D62996-A48D-4CAA-A97D-5CBF4D272E1D,389
IMS-10267-CVDP-252D145F-1831-452C-99A6-62D7C7F5ED69,197
IMS-10225-CVDP-F2AD5FC7-6864-4D28-82F6-8B4F86B2F02B,1253
IMS-10116-CVDP-E07391E8-AE82-4A64-83E5-821897D272A9,259
IMS-10116-CVDP-B5227AF8-5040-4136-9D08-26F9E6980298,416
IMS-10020-CVDP-66B723D4-053A-4758-A62B-9925B2F4ECF6,75
IMS-10227-CVDP-C81BC9E2-E988-418A-BBE8-3D863B910F1A,0
IMS-10087-CVDP-47490D6B-A0BB-429E-B68E-A414779AFAEC,361
IMS-10225-CVDP-AE33AF2E-A464-45D3-9F8B-2C5C84AF6EEC,1235
IMS-10267-CVDP-C295F23C-238F-4C0F-AF2F-05C816498A5E,365
IMS-10013-CVDP-57DF3610-ABDB-4B23-B9A7-6AAF3B7CB18D,196
IMS-10087-CVDP-6A8EC79B-F134-44F5-9692-2C218A19BC56,125
IMS-10225-CVDP-CA495C89-FE5C-44A4-B8B1-9AB4B2E597ED,206
IMS-10186-CVDP-DEC19BFE-22D8-4B8A-A80F-B24C84D234B9,546
IMS-10116-CVDP-14F85DCA-7FEB-48CE-9792-96FF69AAC917,416
IMS-10186-CVDP-EE0E2859-FA0C-4B7B-8C14-FCA1CBB7BCA9,8
IMS-10087-CVDP-B6ED33C3-7A5A-4A99-9169-9D220DAD2359,437
IMS-10087-CVDP-B8854C69-B749-4962-B46E-F25CA1970DE1,326
IMS-10186-CVDP-429EA7C7-4567-41A0-B185-99FD00483D18,1077
IMS-10267-CVDP-0E35CE3D-321D-491F-8182-C4BB88CCF262,992
IMS-10013-CVDP-39241FA0-557A-4467-9E0B-8084D506675B,15
IMS-10061-CVDP-24B6DB93-D5CE-40F6-9F5B-74C9BF6FC453,0
IMS-10225-CVDP-737F2656-0B59-4793-9B44-D8E83B16EE7D,790
IMS-10013-CVDP-1906727D-4D63-425F-AA19-C6EFF9E56836,35
IMS-10061-CVDP-A5C4A45E-AD1D-4312-ABF8-AF0C08C755BB,296
IMS-10087-CVDP-09ABA16F-C3D8-40D7-82F6-B89B95D84AA4,177
IMS-10267-CVDP-CEFEF45B-DD8C-490A-8B1D-F93F40C87CD8,236
IMS-10061-CVDP-E743015E-DB1D-4DCB-9577-490E2955A118,0
IMS-10225-CVDP-8A2D9A04-532B-4597-9E15-77C82C762F5B,315
IMS-10227-CVDP-81B4078C-FA4D-4C25-8F37-1EFF38627124,14
IMS-10087-CVDP-BEFAFA76-8FFF-46E9-9847-8E0288DEE856,486
IMS-10186-CVDP-C891AA15-065F-466F-8ACF-08BA6E784273,1377
IMS-10116-CVDP-894EEBB0-D3A1-44DB-869E-C1232FA4F458,257
IMS-10186-CVDP-E8208F94-6382-4F3B-86DF-164B9C389310,294
IMS-10061-CVDP-24E8489E-9D55-4002-902E-0BFE9C101210,231
IMS-10116-CVDP-10ABCE85-7128-46E0-925B-1D5F2CAE5E58,443
IMS-10061-CVDP-7248603B-6678-4043-A267-1F2D5EBB8837,87
IMS-10259-CVDP-00009,0
IMS-10087-CVDP-843017D8-0DAB-4344-A80A-9EF3BDC4717A,312
IMS-10267-CVDP-CAFE84B4-493C-4BCB-B7D0-CC6FE3EAE090,578
IMS-10061-CVDP-C7A6CB07-9D7C-4ED1-AB19-C35DA7F85D90,0
IMS-10261-CVDP-00020,35
IMS-10087-CVDP-C1BA902D-3C9D-418D-850F-79F36D953176,168
IMS-10594-CVDP-451D7C3D-7F0F-4B1D-842F-692F28E85702,78
IMS-10186-CVDP-531903F7-2D6E-4C8A-9C4F-AD651566B82E,523
IMS-10087-CVDP-C6D40AF6-B189-4030-97E2-A3C95F683775,245
IMS-10261-CVDP-6A135089-6D7D-49E3-B171-A2E1C9879118,1368
IMS-10087-CVDP-E3C0BE27-923A-4C56-8160-081F8C7DC958,325
IMS-10186-CVDP-7987D85B-D28A-404D-BC46-BE8B20269DE7,301
IMS-10013-CVDP-73873F33-E00A-4967-8804-C1EDA8BF6C8B,31
IMS-10087-CVDP-D351489E-48B7-44B4-B822-97280991146E,323
IMS-10087-CVDP-9BFFFB84-80B3-4108-9434-D7D2EB2A5F8B,672
IMS-10116-CVDP-ABC3F735-4DA5-4F50-A195-97C9D36226DE,416
IMS-10087-CVDP-AA1317ED-5AED-4448-913D-A594678AAB29,530
IMS-10087-CVDP-41FECE31-8A37-470A-8D1B-9EA0F8276DE7,127
IMS-10116-CVDP-13EB8D16-4F60-424D-9D95-0E4C02B5C7B1,416
IMS-10186-CVDP-4C139873-B733-4F47-8F4A-9736E4D02F40,681
IMS-10061-CVDP-1180017A-FFD4-4DE6-97BD-6C43E58529FA,201
IMS-10594-CVDP-23ED7503-6D68-4DEE-A1AA-558947A4AA23,80
IMS-10116-CVDP-8F358685-EEB0-49EF-A2E2-4669F310DAD5,424
IMS-10227-CVDP-516BFF93-51FC-4057-9A52-A4B1C46F4BD8,34
IMS-10267-CVDP-CB15078C-C3E9-4BEC-BC23-8BCBE9BDB4AC,178
IMS-10261-CVDP-565C7F05-E562-4DA6-9C2F-24852526918B,90
IMS-10061-CVDP-A8C7824C-B098-4083-8352-70DFA35D3CC2,377
IMS-10264-CVDP-AD9515CD-EA2A-4753-AF05-324B224B33AB,22
IMS-10186-CVDP-45456568-0497-407F-9617-73853933D057,346
IMS-10116-CVDP-EFAA4DED-B91A-4362-935D-E2BCD47A8883,260
IMS-10116-CVDP-B61C5BAA-99B2-4210-ADE9-C1D994CE1355,258
IMS-10267-CVDP-63AC2947-1087-4169-9DDC-475D735C9647,393
IMS-10186-CVDP-E62C6FB5-16B8-4DC4-905D-69EAED353B9F,66
IMS-10116-CVDP-A4CF563E-AFF5-4DD8-86D0-0D2C4999A544,263
IMS-10116-CVDP-E110D650-25D2-44A6-A550-0E152880B39A,588
IMS-10013-CVDP-013EDE23-F309-49A6-9624-D0BE5DECD772,240
IMS-10116-CVDP-9B477592-9C57-48B5-A576-092F33B9A78E,253
IMS-10087-CVDP-379CA41B-13D7-4CC2-BECB-9E4E3908DE64,282
IMS-10267-CVDP-BE1F9C0F-EC80-48F8-A53F-ED9C2DDA5324,219
IMS-10186-CVDP-DA997071-662D-4332-BCB6-1DB689A58A05,516
IMS-10261-CVDP-00169,923
IMS-10087-CVDP-F8EFCA12-9400-4080-9AAC-B35BBA6CBB60,523
IMS-10227-CVDP-612F559D-5117-4D9A-8FB9-2B85AC6FCE7A,220
IMS-10227-CVDP-6A27BC27-0BDF-4325-AEEC-88A19EBD8DFE,265
IMS-10594-CVDP-E8778CAF-A2EE-4505-B3EB-D8D09742AF74,1472
IMS-10227-CVDP-D39338C0-D887-4239-8ED1-B08312FE0FA7,43
IMS-10186-CVDP-2671A0E9-2E8E-4A21-99BA-23D9E072B12E,14
IMS-10227-CVDP-90695F42-1982-444B-B2BF-A907BFABE0F6,0
IMS-10087-CVDP-1A870DE7-58A5-4632-AB7F-CB0F9ADA8341,125
IMS-10087-CVDP-F316EFD0-9172-4545-B233-F0B5EE165480,1292
IMS-10061-CVDP-2A554EF0-29E3-4157-B6D2-2FAD4318EF00,36
IMS-10087-CVDP-BE42F834-FEA4-4C62-9F33-F6B5F7DF3FB2,291
IMS-10227-CVDP-594D2EED-BEF3-41D3-B559-302E54E4F264,0
IMS-10116-CVDP-0C52E2D8-3CEB-4D52-9A0D-D581A6ECF428,407
IMS-10267-CVDP-6A811FEE-EA0F-4D77-8535-FC9EAF65E33A,484
IMS-10227-CVDP-6F26FCBD-6346-40A5-BBA5-45B8D86861CC,0
IMS-10116-CVDP-324CDB7C-5888-41DE-BE58-FCC7BFE3AAD9,121
IMS-10261-CVDP-C85A74F4-52E0-49D8-813D-D3468E7F8B9D,59
IMS-10227-CVDP-92A86142-EA3B-41AE-A3A5-31DEA9B34EFD,20
IMS-10594-CVDP-53C80732-3D40-46D6-9DFE-EBC1D4A0F7CE,508
IMS-10261-CVDP-00159,144
IMS-10116-CVDP-407EE274-1E9F-4D57-B1A3-05137B261D4D,318
IMS-10186-CVDP-ACA18802-4979-4835-B067-832CDCF20FDF,214
IMS-10116-CVDP-98A3DE0A-DAE6-466B-B8EA-7BE4B3204FB7,401
IMS-10087-CVDP-D0B205B6-8267-47CA-B4E6-E74227B62DBE,201
IMS-10087-CVDP-5B47C94C-7981-45D0-AD4C-FA86AC4386F7,1471
IMS-10116-CVDP-7D7CC0F2-BCF4-48C2-B857-CB4641F62D8F,258
IMS-10116-CVDP-C41BED4E-47B2-415D-AD42-2DB6B371BDEE,614
IMS-10186-CVDP-B4C9D8F7-EBA5-4D2D-9790-115447FE98EF,728
IMS-10341-CVDP-AB8F6A82-4122-4B9D-B53A-F2CDC19D5C08,80
IMS-10116-CVDP-C1B324C4-0B11-4459-AA5A-9423B07CD5CB,60
IMS-10227-CVDP-1AD8A901-6655-4B7A-A85A-EBF9F0AFEE85,340
IMS-10227-CVDP-9993E9DE-200C-4A4A-92F9-8794E03DD6F8,263
IMS-10267-CVDP-0D63F26E-AD8D-484D-A0D4-17DA03B58DA6,224
IMS-10087-CVDP-A7BACC22-185E-4CFE-B9FB-4EAF75F362DF,300
IMS-10594-CVDP-907B3D21-082C-44AE-B6C8-E4D20FBE3F4B,86
IMS-10061-CVDP-15102375-7CB1-4B44-B7A1-0635F438C6BF,118
IMS-10061-CVDP-D91AE80F-1471-4BF6-A4D1-6874C19DDD77,0
IMS-10087-CVDP-DAE577F7-F19B-4DA8-97AD-23A735945474,85
IMS-10261-CVDP-46851163-A1A0-49EC-B321-50C3717F7815,200
IMS-10594-CVDP-6C232B36-9701-4D77-8F7A-D28EA3679E13,183
IMS-10186-CVDP-A93A6BC5-042E-4243-A99A-0DD6CB2306ED,522
IMS-10261-CVDP-26449BD0-9249-45DF-8673-C5B730B46531,28
IMS-10087-CVDP-9A715B5E-33BC-4A4E-8820-25B3A5D19474,382
IMS-10186-CVDP-CB3FBFFD-1DE7-4075-9017-B0C1D12B6083,308
IMS-10087-CVDP-1EE66B16-C383-4DED-BDC2-754FF3649A6F,379
IMS-10261-CVDP-9F692AD9-EBD8-4ED1-A26C-5DC4D4C4D8E6,340
IMS-10087-CVDP-99BBED14-FA65-4B9E-BD47-236E369F61CB,637
IMS-10186-CVDP-02805776-B08B-4069-A1F7-16BB4330CC7D,841
IMS-10087-CVDP-22B54B52-FDE2-44E1-AFDC-4F1C46CB50C6,1428
IMS-10116-CVDP-10F5A174-90BD-4698-8359-3D18FE5488C3,399
IMS-10267-CVDP-01F4C12C-F721-4456-BFAD-691D9AADF384,219
IMS-10087-CVDP-9251E805-DA0F-456C-8760-EDF8EEF886B3,850
IMS-10061-CVDP-5E3E1C4A-658E-41BF-A725-E9E06C4EF5B1,175
IMS-10186-CVDP-03DFFF72-62E7-4C1E-A7AB-07E8A6EDAAF4,855
IMS-10116-CVDP-E9D32373-4497-4383-B565-1BF29ADF747B,820
IMS-10061-CVDP-958DDA54-5647-4351-9E0C-6985468BEC10,295
IMS-10594-CVDP-71EA4289-AC58-411A-B46D-666B633E82BF,2
IMS-10087-CVDP-119DB7DB-4E5C-48CD-95E2-89D2F52F9803,243
IMS-10116-CVDP-74FED7BC-3A15-4F4B-840C-C4475A94B367,121
IMS-10013-CVDP-2B20A3EA-CE73-48DE-B9F3-DDCE8D65278A,48
IMS-10116-CVDP-339194E7-A5ED-4B59-973F-257DAF65E815,123
IMS-10087-CVDP-10944540-FE62-44A0-906D-A664E7848D5E,670
IMS-10087-CVDP-BCDC413C-1BD9-41AC-AA51-23BF897A465A,1107
IMS-10061-CVDP-2626F84F-E649-427E-B6E4-F2C85FB7A55B,22
IMS-10116-CVDP-F487B1AC-C5F2-418A-8411-881A240CB445,296
IMS-10225-CVDP-D3BB6823-0265-4954-A27F-321C84ADDB13,213
IMS-10087-CVDP-0644BDF7-1B0A-40ED-B27E-6BA0E795690F,1097
IMS-10186-CVDP-1CD6A7EC-AD3F-426E-ADF2-177A2063092E,126
IMS-10186-CVDP-A3BFC880-2E3E-4851-B4BB-F865D0885DD2,336
IMS-10267-CVDP-F6877F04-619C-4748-80CE-FC321C05C406,743
IMS-10116-CVDP-E945A509-FF64-46B4-B126-E356BE62392D,259
IMS-10116-CVDP-93615538-9F9D-4C59-ABF3-3BA64B794C9A,253
IMS-10116-CVDP-8D69A14B-1AF1-45F1-B6D8-7BD0345522C0,245
IMS-10116-CVDP-186B9521-2750-4E0A-B1C8-5196085D4A5A,262
IMS-10186-CVDP-2866ECE1-74B4-431B-921D-58AA90F108F8,506
IMS-10264-CVDP-08D1419B-4AB5-430A-95FA-F80EC5CFFB2F,162
IMS-10261-CVDP-488D4DB9-2545-4F6E-AF3C-8AE4EE263032,416
IMS-10087-CVDP-09D5808A-435E-41CB-BDCC-8E9BF3FA4F19,173
IMS-10116-CVDP-99149673-0EEE-4C2D-9E30-5A8699688A96,253
IMS-10261-CVDP-2016E5DF-3017-4FDB-A626-F555D73E0B0A,644
IMS-10116-CVDP-5C217A7F-33A0-490B-BE1D-80185F9F38F4,251
IMS-10116-CVDP-68922077-8EBF-4AA0-9A0D-679F289BEF43,374
IMS-10267-CVDP-BED7B179-FD92-4BA9-B607-3935FDFA177F,404
IMS-10116-CVDP-1602AD9F-E697-4821-9B80-20529EC538C6,257
IMS-10267-CVDP-2B71B9CC-0315-4AAE-96AF-E5FC91269B62,970
IMS-10116-CVDP-9B1519CC-8967-40D4-AB6C-9BBA3905F204,259
IMS-10013-CVDP-14A56ED9-1C22-476A-811D-AAE46F868783,79
IMS-10087-CVDP-58518AA3-D2E8-4DD7-BB75-EFB8AD49664D,1113
IMS-10267-CVDP-833B947B-437E-4104-95C4-E272404CC196,351
IMS-10116-CVDP-3F3BC574-73E3-4FAD-9766-E2E1D3ED04CF,375
IMS-10186-CVDP-E2E09349-FA1B-4C12-A7B0-E0E8CC285A19,761
IMS-10116-CVDP-6E58C0F0-6F39-4939-8BC4-4DEF5B776E35,258
IMS-10225-CVDP-32B24151-A331-4FA6-88C1-7B3831DC2F0A,2064
IMS-10013-CVDP-8FE12B83-50CD-43C9-876E-EE85EA9D8CE6,96
IMS-10116-CVDP-A20B71D5-32BB-4615-BC6C-0CAFDB9A0370,1023
IMS-10267-CVDP-1E96F628-CF79-4AA0-890D-C8C6C8126054,216
IMS-10087-CVDP-C901C666-9A79-40F1-A39E-6C4856CDF3F6,179
IMS-10087-CVDP-90F20888-3F72-430A-B798-EFE6776C4E63,168
IMS-10186-CVDP-41E0C50D-09A0-4B7E-8689-CA09868F5107,235
IMS-10225-CVDP-2FF3B988-8658-4C2E-A9C4-7C0C90E53CC2,294
IMS-10186-CVDP-0C01F386-14F9-49C2-B438-2C5F59018B03,24
IMS-10013-CVDP-3BA02B18-12E1-4745-95E3-8CA6621C1F84,240
IMS-10087-CVDP-CD678887-3160-4B09-B0B3-57E174FE3267,464
IMS-10225-CVDP-00440,5
IMS-10116-CVDP-48734119-FD66-4663-A4BF-C518F0735610,1434
IMS-10087-CVDP-2FCAE1E7-C0B8-4FBD-A29E-8711E852DD90,215
IMS-10267-CVDP-5F6B30EF-4907-4DFB-9462-FD5CF52138A0,211
IMS-10267-CVDP-5C561ABD-2630-4DD3-A11B-B747E447472A,622
IMS-10087-CVDP-EF7E2837-D85B-4DAC-981E-A9A3D00F637B,399
IMS-10186-CVDP-1200F639-7770-4444-ACA0-73D2B8451220,696
IMS-10013-CVDP-A5724DC3-6BBD-45A6-9D95-48FA7586C278,296
IMS-10186-CVDP-81FF5151-6D92-4018-B386-D0DBDAE15404,510
IMS-10225-CVDP-355CD770-0D05-4500-9CC0-640F1D94388F,767
IMS-10267-CVDP-F8E9328D-C714-47FD-BEF8-5C675900DB05,224
IMS-10186-CVDP-F23EE76F-2881-490B-8227-C8A0756D0D91,460
IMS-10087-CVDP-A4A6F8D7-635A-46D5-9781-F831076155D0,428
IMS-10594-CVDP-45334CF4-75D7-40D6-AF17-1CCCF11C6A41,777
IMS-10186-CVDP-0FAA6903-0E06-43FE-9AC9-44691058F1A1,1252
IMS-10261-CVDP-CCE92C88-69BE-4926-8C1C-13655D43808D,450
IMS-10087-CVDP-BE2D034A-8F78-45C4-BE54-3CA950BED316,423
IMS-10013-CVDP-CB526545-147A-4B82-AF31-D6169FA99D67,97
IMS-10267-CVDP-096FFA5E-7F9F-4B65-BE50-C286E36238D6,600
IMS-10116-CVDP-69804D56-5B48-447E-8E78-260CD8127F32,230
IMS-10116-CVDP-6CC196EF-4EFD-4B61-98F7-1127852634B8,121
IMS-10267-CVDP-F85EE3BF-664A-4E1B-AE57-BE68CAD23AF1,188
IMS-10061-CVDP-4CD724B0-3B39-4921-9806-7FBBFA137C33,17
IMS-10341-CVDP-62403514-26D4-42BE-9DC5-90FB7784EE92,1042
IMS-10186-CVDP-B8755306-D77D-49DE-8841-3A23B660FA0F,262
IMS-10225-CVDP-39DF53B7-70A1-4AF3-A7C4-9148ACABE278,513
IMS-10594-CVDP-5EE80884-2D8E-4019-8D21-EA484CE9E7D2,8
IMS-10061-CVDP-5C8BCBAF-4CEE-4670-8266-B9A77C966EE9,0
IMS-10116-CVDP-9569A672-67EE-4F19-97FF-79430DB8FD0E,99
IMS-10087-CVDP-604DD8C1-A729-4D4A-AD85-7C66FE18ECCA,124
IMS-10087-CVDP-4263F7C6-4ADD-45FE-9829-8AD9CF44899A,779
IMS-10186-CVDP-B18BBD25-E6C8-421D-AF4C-8BF6F3636DB1,36
IMS-10267-CVDP-0A6B78BC-06CE-4458-953F-0A96CC8417D6,175
IMS-10087-CVDP-17260C5B-C1F1-46C0-A7D5-A616251803E9,151
IMS-10087-CVDP-87306B8D-3547-48CF-B608-CAB80F5988A7,462
IMS-10116-CVDP-AFD972A1-11C8-465C-8CB4-153C02920D37,786
IMS-10267-CVDP-5462E813-15AE-451A-AB27-CAC75856C95E,313
IMS-10013-CVDP-F99B3418-D963-4C12-8B98-126C901A12BE,739
IMS-10116-CVDP-1BF0F302-988E-4601-85F9-5DE4610C089E,176
IMS-10225-CVDP-3EA709C8-2468-41CC-82BF-1EFD8D51BF56,461
IMS-10267-CVDP-38074979-35B7-4A0C-9E6A-8F1B2F5E85BB,804
IMS-10186-CVDP-6785BEE0-98FA-4603-BF22-1126E88CBDDB,149
IMS-10087-CVDP-90883D98-3E88-4BEF-AC14-D375D76798A6,99
IMS-10087-CVDP-B29DF82E-85B3-498F-B2B2-64F2405B2FF9,91
IMS-10261-CVDP-732107D3-D4E4-4136-BB50-668CE1E702DC,86
IMS-10225-CVDP-3E67B328-5B32-435C-90C4-570C65CF3DA7,1074
IMS-10186-CVDP-5ACF0413-D42A-41EA-9105-C645D879B548,418
IMS-10186-CVDP-7662BD2A-B2A3-4C74-88F4-AB7C59454C5E,446
IMS-10225-CVDP-71947E18-6666-40DF-87CD-AAFD6741E5B5,220
IMS-10116-CVDP-4EE0126E-8BD7-465B-BA88-5A396E0155E3,445
IMS-10186-CVDP-72463B47-DEF3-4790-A829-50168E65A01F,899
IMS-10227-CVDP-1430A054-D8EB-4B2E-9C3B-DCE0D1B609F3,0
IMS-10116-CVDP-1D61EB7A-749C-4765-AA29-0AC26CEB8649,253
IMS-10261-CVDP-C5164165-F242-46A7-8CB4-033ABB4EA7C9,390
IMS-10267-CVDP-29AFA47B-244F-4711-8DE5-8F7D03C50EDF,224
IMS-10225-CVDP-8FEB1270-2866-4D4F-8536-3DE9F2580E67,1269
IMS-10186-CVDP-781A597D-B490-41B4-B724-B58691CAC5C6,369
IMS-10087-CVDP-7FE62132-5347-481D-A0A0-89F3B96371D4,415
IMS-10186-CVDP-69BDEF79-286F-47E9-9AAF-6E33F8200230,73
IMS-10116-CVDP-9B5A50DB-E936-49DB-A132-FA085DC1674C,701
IMS-10186-CVDP-3C4A7DCE-EA5C-4DC8-BA79-DABB39B7896C,449
IMS-10116-CVDP-6E3C2C71-915A-4B29-A4C2-02B667EE46AF,1438
IMS-10116-CVDP-F5B7489B-E6C8-480A-BC28-344E6643AB32,259
IMS-10116-CVDP-8153DD48-C102-4763-84DB-7531D17670FC,424
IMS-10267-CVDP-37A76B42-02F7-4F1B-8435-6F5DC55E9199,518
IMS-10116-CVDP-7CA03CB9-BD01-4EAE-9EB9-C41D6F2838A0,278
IMS-10013-CVDP-0903E697-7950-40C3-8371-46E102DFDCBF,122
IMS-10267-CVDP-856FCF82-1C57-40D8-A00D-2AC73DB4AEFC,357
IMS-10186-CVDP-EF7F8733-FDE4-4FA0-90AF-811D40D4AA32,334
IMS-10061-CVDP-6FF709BE-A1CE-416D-8ED7-528A4878CE90,222
IMS-10594-CVDP-E8714677-AD93-4A77-B2D7-772DB844DBA7,355
IMS-10594-CVDP-AF2AE3BC-44A8-4FCA-A1CC-6C59626ED744,110
IMS-10594-CVDP-6B09B3ED-691F-4107-91BB-E6251C0D8880,214
IMS-10116-CVDP-D9A201DE-748A-412B-A722-0B41AE46A8BF,484
IMS-10186-CVDP-083F3BB0-A33E-4869-9A29-BFB014C7975B,958
IMS-10116-CVDP-EB0C3CC7-C3C0-40C2-B03A-DE8B6EAFA5BD,253
IMS-10087-CVDP-F1C0AAB2-EFFB-4B28-8529-440046A3D0F6,169
IMS-10219-CVDP-67CD114E-A4FD-4B4D-92A0-8107FD06DB0D,205
IMS-10087-CVDP-00B812E8-E568-4F20-A76E-3136F347E075,131
IMS-10594-CVDP-AB88882B-2160-4901-BB34-BBB7C7647AAE,345
